id,review,Food,Service,Price,Eating Environment / Ambiance
1819,Ambiance- relaxed and stylish.,Unknown,Unknown,Unknown,Positive
1144,I've never felt more unwelcome than last month at Jimmy's Bronx Cafe.,Unknown,Unknown,Unknown,Unknown
2639,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",Positive,Unknown,Unknown,Unknown
1474,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",Negative,Unknown,Unknown,Unknown
1553,"Looking from the outside in, one would hesitate to enter this hole in the wall (really, that's what it is).",Unknown,Unknown,Unknown,Negative
2059,and yes Dal Bukhara is so dam good and so are all the kababs.,Positive,Unknown,Unknown,Unknown
926,I look forward to eating here again,Unknown,Unknown,Unknown,Unknown
2385,I've been coming here as a child and always come back for the taste.,Positive,Unknown,Unknown,Unknown
2498,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,Positive,Unknown,Positive,Positive
2469,"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",Positive,Unknown,Unknown,Unknown
567,"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",Negative,Unknown,Unknown,Unknown
3517,The food always tastes fresh and served promptly.,Positive,Positive,Unknown,Unknown
2069,I know because I live nearby.,Unknown,Unknown,Unknown,Unknown
1599,The pizza here is delicious.,Positive,Unknown,Unknown,Unknown
2860,My entire family was horrified.,Unknown,Unknown,Unknown,Unknown
1092,On a monthly basis my friends and I get together and have a girls night out.,Unknown,Unknown,Unknown,Unknown
2548,"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",Positive,Positive,Unknown,Unknown
759,"For great chinese food nearby, you have Wu Liang Ye and Grand Sichuan just a block away.",Positive,Unknown,Unknown,Unknown
3175,But who says Murray's is anything about service.,Unknown,Unknown,Unknown,Unknown
2209,"This place is really trendi but they have forgotten about the most important part of a restaurant, the food.",Negative,Unknown,Unknown,Unknown
2717,I have NEVER been disappointed in the Red Eye.,Unknown,Unknown,Unknown,Unknown
1352,Hats off to the chef.,Positive,Unknown,Unknown,Unknown
1543,This should have been done in a back room - away from customers.,Unknown,Unknown,Unknown,Unknown
3537,"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",Unknown,Negative,Unknown,Unknown
3213,Glad you have the luxury to throw out paying customers.,Unknown,Unknown,Unknown,Unknown
1743,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",Positive,Unknown,Unknown,Unknown
1321,Its an excellent place to relax and the food is one of the best in the city of New York.,Positive,Unknown,Unknown,Positive
2907,"service is friendly, and never had a problem walking in and getting a table.",Unknown,Positive,Unknown,Unknown
1890,The atmosphere was crowded but it was a great bistro-type vibe.,Unknown,Unknown,Unknown,Unknown
2675,Check it out,Unknown,Unknown,Unknown,Unknown
2588,"First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.",Unknown,Negative,Unknown,Unknown
2234,Don't go.,Unknown,Unknown,Unknown,Unknown
3130,The food was bland oily.,Negative,Unknown,Unknown,Unknown
3285,But they do.,Unknown,Unknown,Unknown,Unknown
709,"What is even better, is that the prices are very affordable as well, and the food is really good.",Positive,Unknown,Positive,Unknown
1198,The fish is fresh but the variety of fish is nothing out of ordinary.,Unknown,Unknown,Unknown,Unknown
2380,Look I dont know if the people who wrote the reviews have ever been to a decent place (PLEASE TRY SOMEOTHER PLACES).,Unknown,Unknown,Unknown,Unknown
2250,Suan has challenged this loyalty.,Unknown,Unknown,Unknown,Unknown
2302,"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",Positive,Unknown,Unknown,Unknown
1110,"And Kruno, the beverage manager is the best bartender I have yet to come across.",Unknown,Positive,Unknown,Unknown
973,"Ambiance and music funky, which I enjoy.",Unknown,Unknown,Unknown,Positive
2132,"The food, drinks and service are clearly among the best in the city.",Positive,Positive,Unknown,Unknown
231,I went there in late afternoon for some bite size food and refleshment with my date.,Unknown,Unknown,Unknown,Unknown
1184,"It's a really great deal, considering we got full off of four dollars.",Unknown,Unknown,Positive,Unknown
250,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",Positive,Positive,Unknown,Positive
227,Went with mommy (the only person who could afford taking me here).,Unknown,Unknown,Unknown,Unknown
3653,My friends and I were on vacation in NY and was referred to Chance by a friend.,Unknown,Unknown,Unknown,Unknown
2988,"Last time I went here, the waitress didn't come back after taking our order.",Unknown,Negative,Unknown,Unknown
3092,Try the tandoori salmon!,Positive,Unknown,Unknown,Unknown
1166,"I am completely hooked on this place, it is ridiculous.",Unknown,Unknown,Unknown,Unknown
3686,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",Unknown,Unknown,Unknown,Positive
1922,"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.",Unknown,Positive,Unknown,Negative
2978,"Have recommended the place to friends, always gets good response.",Unknown,Unknown,Unknown,Unknown
2139,We will return many times for this oasis in mid-town.,Unknown,Unknown,Unknown,Unknown
2454,I love the atmorphere @ peep!,Unknown,Unknown,Unknown,Positive
1881,Enjoy!,Unknown,Unknown,Unknown,Unknown
633,We weren't!,Unknown,Unknown,Unknown,Unknown
268,This is one of my favorite restaurants and it is not to be missed.,Unknown,Unknown,Unknown,Unknown
3613,(La Rosa is connected by a swinging door to the Mexican restaurant Pacifico).,Unknown,Unknown,Unknown,Unknown
1531,It could have been handled better.,Unknown,Unknown,Unknown,Unknown
603,The service was attentive and her suggestions of menu items was right on the mark.,Unknown,Positive,Unknown,Unknown
678,The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.,Positive,Unknown,Unknown,Unknown
2690,Please be aware that it's CASH or AMEX only!,Unknown,Unknown,Unknown,Unknown
1830,"Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!",Positive,Unknown,Unknown,Unknown
1408,It's a rather cramped and busy restaurant and it closes early.,Unknown,Unknown,Unknown,Negative
2521,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",Negative,Negative,Unknown,Positive
1918,"We had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.",Positive,Unknown,Unknown,Unknown
2930,I had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.,Unknown,Unknown,Unknown,Unknown
2166,They were served warm and had a soft fluffy interior.,Positive,Unknown,Unknown,Unknown
887,What came to our table was burned beyond recognition and stringy.,Negative,Unknown,Unknown,Unknown
2448,I had the Pad Thai and the noodles were sticky.,Negative,Unknown,Unknown,Unknown
3244,"So I've never actually been to M proper, but I've had it delivered a few times.",Unknown,Unknown,Unknown,Unknown
1478,"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.",Unknown,Unknown,Positive,Unknown
1413,"Frankly, when you compare what you can have here for lunch, versus McDs or so many other sandwich shops in the city, there is no comparison.",Positive,Unknown,Unknown,Unknown
3129,The hostess is rude to the point of being offensive.,Unknown,Negative,Unknown,Unknown
2271,"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",Positive,Negative,Unknown,Unknown
1554,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",Unknown,Unknown,Unknown,Negative
2306,The food is great.,Positive,Unknown,Unknown,Unknown
1975,Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,Positive,Unknown,Unknown,Unknown
3699,"Lunch came with pickels and slaw, no extra charge.",Unknown,Unknown,Positive,Unknown
2875,Decent wine at reasonable prices.,Positive,Unknown,Positive,Unknown
2303,All conveniently delivered right to the door.,Unknown,Positive,Unknown,Unknown
2513,even the wine by the glass was good.,Positive,Unknown,Unknown,Unknown
458,Nice Family owned traditional restaurant.,Unknown,Unknown,Unknown,Unknown
809,would have rather tried terrace in the sky or water club for that price,Unknown,Unknown,Negative,Unknown
141,This dish is my favorite and I always get it when I go there and never get tired of it.,Positive,Unknown,Unknown,Unknown
3655,"I also ordered the Change Mojito, which was out of this world.",Positive,Unknown,Unknown,Unknown
2098,Okay service.,Unknown,Unknown,Unknown,Unknown
1624,The only thing more wonderful than the food (which is exceptional) is the service.,Positive,Positive,Unknown,Unknown
1928,We were very pleasantly surprised.,Unknown,Unknown,Unknown,Unknown
2377,"The food was just awful, ATROCIOUS actually.",Negative,Unknown,Unknown,Unknown
3209,I will never visit this restaurant again.,Unknown,Unknown,Unknown,Unknown
338,The soup for the udon was soy sauce and water.,Negative,Unknown,Unknown,Unknown
1630,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",Positive,Unknown,Unknown,Unknown
1907,The waitress suggested glasses of wine that went very well with the food.,Positive,Positive,Unknown,Unknown
1557,"(or sister, in my case!).",Unknown,Unknown,Unknown,Unknown
3408,I've eaten at many different Indian restaurants.,Unknown,Unknown,Unknown,Unknown
1535,"They might be all business at the counter when you give your order, but their food says I love you.",Positive,Negative,Unknown,Unknown
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",Positive,Unknown,Unknown,Unknown
449,Try their plain pizza with fresh garlic or eggplant.,Positive,Unknown,Unknown,Unknown
1449,Don't go there!,Unknown,Unknown,Unknown,Unknown
927,"Ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.",Unknown,Unknown,Unknown,Unknown
585,Good luck getting a table.,Unknown,Unknown,Unknown,Unknown
1927,"We picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect.",Unknown,Unknown,Unknown,Unknown
1367,Don't look down your nose at me like that...,Unknown,Unknown,Unknown,Unknown
701,Planet Thai is great!,Unknown,Unknown,Unknown,Unknown
345,The service is awful.,Unknown,Negative,Unknown,Unknown
293,Just don't do it.,Unknown,Unknown,Unknown,Unknown
1720,Just ignore the trendy wannabes.,Unknown,Unknown,Unknown,Unknown
1494,"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!",Positive,Unknown,Unknown,Unknown
1085,"Trust me, it will be great, and all of it will be devoured in no time.",Positive,Unknown,Unknown,Unknown
2636,My girlfiends and I ate at O.G. again last night.,Unknown,Unknown,Unknown,Unknown
1179,I wish they had one near my office- I would go everyday.,Unknown,Unknown,Unknown,Unknown
1976,Finally!,Unknown,Unknown,Unknown,Unknown
1315,Amma has the worst value for money I have experienced in NYC over the past 2 years.,Unknown,Unknown,Negative,Unknown
3194,"I am not the most experienced person when it comes to Thai food, but my friend who took me there is.",Unknown,Unknown,Unknown,Unknown
688,I think this would be a pretty good spot if it were not so overpriced and overrated.,Unknown,Unknown,Negative,Unknown
2393,Regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you Five minutes.,Unknown,Positive,Unknown,Unknown
1278,The pizza is good though.,Positive,Unknown,Unknown,Unknown
2201,bottles of wine are cheap and good.,Positive,Unknown,Positive,Unknown
624,You will not be disapointed at all.,Unknown,Unknown,Unknown,Unknown
3252,Walk-ins are risky too.,Unknown,Unknown,Unknown,Unknown
620,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",Positive,Unknown,Unknown,Unknown
3541,They didn't give us the dinner special until we asked for it.,Unknown,Negative,Unknown,Unknown
865,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,Positive,Unknown,Unknown,Unknown
375,"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.",Positive,Unknown,Unknown,Unknown
2126,Very good service and very good prices.,Unknown,Positive,Positive,Unknown
2078,I recently went to this restaurant with some co-workers for lunch and had an amazing time.,Unknown,Unknown,Unknown,Unknown
846,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",Unknown,Positive,Unknown,Unknown
2158,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,Positive,Unknown,Unknown,Unknown
1578,Our food was great too!,Positive,Unknown,Unknown,Unknown
1282,Open late (well as late as I ever got there and I'm a night person),Unknown,Unknown,Unknown,Unknown
1319,"The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.",Unknown,Negative,Unknown,Unknown
1175,"Get your food to go, find a bench, and kick back with a plate of dumplings.",Unknown,Unknown,Unknown,Unknown
1115,"Please try the Filet Mignon, its just the most tender piece ever.",Positive,Unknown,Unknown,Unknown
3396,"Everything we had was pretty good, but we have only been there once.",Positive,Unknown,Unknown,Unknown
34,"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",Unknown,Unknown,Unknown,Unknown
798,Something about them being busy with holiday party's.,Unknown,Unknown,Unknown,Unknown
395,The sake menu should not be overlooked!,Positive,Unknown,Unknown,Unknown
